Sentence 1,Sentence 2,Label
ఆమె వంట చేస్తోంది.,వాళ్లు చెస్ ఆడుతున్నారు.,0
The weather is nice today.,I enjoy taking long walks in the park.,0
Artificial Intelligence is transforming industries.,Python is a popular programming language.,0
இன்று காலநிலை நல்லது.,நான் பூங்காவில் நடந்துக்கொள்வது எனக்கு பிடிக்கும்.,0
அவள் சமைப்பதற்கு செல்லுகிறார்.,அவர்கள் செஸ் விளையாடுகிறார்கள்.,0
मौसम आज अच्छा है।,मुझे पार्क में लंबी सैर करना पसंद है।,0
वह खाना बना रही है।,वे शतरंज खेल रहे हैं।,0
ఈ రోజు వాతావరణం బాగుంది.,నాకు పార్కులో నడవడం చాలా ఇష్టం.,0
ఆమె వంట చేస్తోంది.,వాళ్లు చెస్ ఆడుతున్నారు.,0
The weather is nice today.,I enjoy taking long walks in the park.,0
Artificial Intelligence is transforming industries.,Python is a popular programming language.,0
இன்று காலநிலை நல்லது.,நான் பூங்காவில் நடந்துக்கொள்வது எனக்கு பிடிக்கும்.,0
அவள் சமைப்பதற்கு செல்லுகிறார்.,அவர்கள் செஸ் விளையாடுகிறார்கள்.,0
मौसम आज अच्छा है।,मुझे पार्क में लंबी सैर करना पसंद है।,0
वह खाना बना रही है।,वे शतरंज खेल रहे हैं।,0
